CASEID,provincp,rpincear,rpagegrp,rpsex,rphighestedp,spincear,spagegrp,spsexp,sphighestedp,ch04toip,ch517toip,y1824toip,m301,m302tot,m308,totexpen
 6853,59,  61000, 9,1,8,      0, 9,2,7,0,0,0,    0,    0,    0,  76980
 8225,59,  35000, 6,1,6,  20000, 5,2,6,0,0,0,    0,    0,    0,  47122
 6970,59,      0,13,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  20618
 8784,59,  30000, 5,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  52189
 7346,59,      0,11,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  17547
 6834,59,      0, 9,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  28204
 7825,59,   6100, 6,1,2,      0, 6,2,2,0,1,0,  220,  220,    0,  37239
 9870,59,  11000, 2,2,2,      0,99,9,9,0,0,0, 2100, 1100, 1000,  10910
 6930,59,  18000, 9,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  49262
 6664,59,      0, 5,1,7,  22000, 5,2,5,0,1,0, 7296, 1496, 4000,  59264
 6971,59,      0,13,2,7,      0,12,1,5,0,0,0,    0,    0,    0,  66303
 6854,59,      0, 9,2,1,  83000, 9,1,1,0,0,0,    0,    0,    0,  92250
 8430,59,      0,13,2,2,   2000, 9,1,2,0,0,0,    0,    0,    0,  42680
 8804,59,  16000, 6,2,2,  40000, 7,1,2,1,0,2,    0,    0,    0,  67971
 6972,59,      0,13,2,1,      0,14,1,1,0,0,0,    0,    0,    0,  42099
 6806,59,  40000, 8,1,1,      0,99,9,9,0,0,0,  450,    0,    0,  71337
 7707,59,  19000, 2,1,5,      0, 4,2,5,0,0,0,    0,    0,    0,  21580
 7557,59,      0, 8,2,5,  16000, 6,1,2,0,0,0,    0,    0,    0,  43050
 4768,59,      0, 5,2,3,      0,99,9,9,1,0,0,    0,    0,    0,  17425
 6973,59,      0,14,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  35282
 7347,59,   1800,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  23938
 7566,59,      0, 7,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  11770
 6732,59,  24000,10,1,7,      0, 9,2,7,0,0,0,    0,    0,    0,  52447
 4612,59,      0, 5,2,5,      0,99,9,9,0,1,0,  380,  300,   80,  21680
 9010,59,  50000, 2,1,1,  20000, 2,2,2,0,0,0,    0,    0,    0, 123497
 7428,59,  37000, 5,1,6,  21000, 3,2,6,1,0,0,    0,    0,    0,  49022
 8262,59,  50000, 4,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  70539
 7348,59,   3000,13,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  45249
 7467,59,  54000, 7,2,5,  55000, 7,1,1,0,0,0,    0,    0,    0, 117429
 8455,59,      0, 9,2,8,      0,11,1,3,0,0,0,    0,    0,    0,  23492
 7151,59,  94000, 3,2,2,      0,99,9,9,0,3,0,    0,    0,    0,  98813
 8346,59,  52000, 1,1,7,      0,99,9,9,0,0,1,    0,    0,    0,  62267
 8060,59,  44000, 3,1,4,      0,99,9,9,0,0,0,    0,    0,    0,  67716
 7913,59,  30000, 2,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  35274
 9011,59,  70000, 8,1,1,  35000, 8,2,2,0,1,2, 7300,  500, 6800, 155764
 7349,59,      0,12,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  23135
 7138,59,  20000, 3,2,3,  45000, 4,1,3,0,2,0,   80,   80,    0,  67448
 7578,59,   1200, 6,2,2,      0,99,9,9,0,0,1,    0,    0,    0,  13855
 6545,59,      0, 8,1,5,      0,99,9,9,0,0,0,  100,  100,    0,  19515
 8887,59, 120000, 5,1,7,  55000, 5,2,5,0,0,0,    0,    0,    0, 112157
 6974,59,      0,10,2,2,      0,11,1,2,0,0,0,    0,    0,    0,  16604
 7414,59,  27000, 4,1,3,   4000, 4,2,6,1,2,0,   70,   70,    0,  63191
 7889,59,  49000, 8,1,8,  22000, 7,2,2,0,1,1,10000, 4000, 6000,  99858
 9352,59, 100000, 3,1,7,      0,99,9,9,0,0,0,    0,    0,    0, 125428
 8077,59,  80000, 6,1,3,  10000, 6,2,2,1,1,0,   60,   60,    0,  92851
 5674,59,    600, 4,2,5,      0,99,9,9,0,3,0,   85,    0,   85,  46675
 8797,59,  25000, 2,1,6,  12000, 2,2,7,1,0,0,    0,    0,    0,  68134
 9955,59,   4700, 4,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  24882
 7291,59,  49000, 5,1,5,  55000, 5,2,5,0,2,0, 1570,   70,  450, 124925
 7278,59,  78000, 6,2,6,  39000, 6,1,6,0,2,0, 2500,  100,    0, 144574
 7638,59,  75000, 8,1,7,  64000, 7,2,6,0,0,0,    0,    0,    0, 136000
 8414,59,  40000, 5,2,2,  60000, 4,1,6,2,1,0, 2700,    0, 1500, 127087
 7832,59,      0,10,1,5,      0, 9,2,1,1,2,1,  350,  190,  160,  97037
 7996,59,  24000, 4,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  29755
 6733,59,      0,10,1,3,      0, 9,2,2,0,0,0,    0,    0,    0,  56313
 6665,59,      0, 5,2,8,  24000, 5,1,7,0,1,0,    0,    0,    0,  33234
 8240,59,  38000,10,1,3,      0,10,2,6,0,0,1, 2510,   10, 2500,  29738
 7631,59,  50000, 8,1,8,      0, 8,2,7,0,0,0,10100, 3100, 7000,  61471
 8030,59,  20000, 5,2,1,      0, 6,1,0,0,3,1,  210,  150,   60,  54628
 7303,59,  80000, 6,1,7,  75000, 6,2,7,0,3,0, 5820,  120, 5700, 120465
 7914,59,  36000, 2,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  24283
 6635,59,  22000, 7,2,2,      0,99,9,9,0,2,0,    0,    0,    0,  91273
 8318,59,  61000, 6,1,2,  33000, 6,2,2,0,1,1,  200,  100,  100, 160326
 6975,59,      0,11,2,2,      0,11,1,2,0,0,0,    0,    0,    0,  28322
 9139,59,  12000, 1,2,3,      0,99,9,9,0,0,1, 3005,    5, 3000,  43893
 9521,59,  12000, 8,2,2,      0,99,9,9,0,0,1, 5150, 1550, 3600,  97495
 6807,59,      0, 9,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  52843
 6976,59,      0,12,2,2,      0,13,1,1,0,0,0,    0,    0,    0,  23626
 3867,59,  30000, 6,2,5,      0,99,9,9,0,1,0,  400,  200,    0,  29851
 6977,59,      0,11,2,1,      0,11,1,1,0,0,0,    0,    0,    0,  47971
 6936,59,  46000, 9,2,5,      0,10,1,2,0,0,0,    0,    0,    0,  62166
 6978,59,      0,14,1,8,      0,12,2,5,0,0,0,    0,    0,    0,  45348
 8649,59,      0,10,1,2,  75000, 8,2,2,0,0,0,    0,    0,    0, 133317
 6979,59,      0,10,2,6,      0,11,1,2,0,0,0,    0,    0,    0,  49670
 7350,59,      0,11,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  53153
 6980,59,      0,11,1,8,      0,12,2,8,0,0,0,    0,    0,    0,  69226
 6734,59,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  50834
 7351,59,      0,10,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  35422
 8359,59,  35000, 7,1,2,  43000, 6,2,1,0,0,1,    0,    0,    0, 129834
 8566,59,   7000,10,2,2,  26000,10,1,2,0,0,0,    0,    0,    0,  59675
 7604,59,  90000, 9,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  90919
 7149,59,      0, 4,2,8, 200000, 3,1,7,2,0,0, 1000,    0, 1000, 131524
 6808,59, 200000, 8,2,6,      0,99,9,9,0,0,0,    0,    0,    0, 160186
 8295,59,  65000, 3,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  48340
 8684,59,      0,11,1,2,      0, 9,2,1,0,0,0,    0,    0,    0,  41135
 6546,59,      0, 8,1,2,      0, 8,2,2,0,0,0,    0,    0,    0,  20005
 7645,59,  40000, 9,1,5,  50000, 8,2,5,0,0,0,    0,    0,    0,  59020
 8319,59,  80000, 7,1,6,  40000, 6,2,6,0,1,1, 7200,  600, 6200, 126769
 6809,59,      0, 9,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  15843
 7708, 0,  45000, 4,1,6,  20000, 4,1,6,0,0,0,    0,    0,    0,  51061
 7430,59,  32000, 5,2,6,  35000, 5,1,6,0,2,0,17400,  400, 5000, 120785
 8023,59,  70000, 6,1,1,  60000, 6,2,2,0,1,0, 7640,  240,  400,  89917
 8296,59,  65000, 3,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  91223
 8128,59,  40000, 7,1,2,      0, 7,2,2,0,2,1, 1800,  800, 1000,  33937
 8011,59,  40000, 7,2,7,      0,99,9,9,0,0,1,10550,  550,10000,  58451
 8093,59,  15000, 4,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  32764
 8135,59,  65000, 7,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  53282
 9018,59,  12000, 5,2,7,  30000, 5,1,7,0,0,0,   50,    0,    0,  27900
 8908,59,  22000, 2,2,8,      0,99,9,9,0,0,1, 4900,  350, 4000,  71881
 8136,59,  69000, 7,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  79051
 7352,59,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  43394
 7855,59,      0,10,2,3,      0,11,1,4,0,0,0,    0,    0,    0,  36831
 7993,59,  51000, 6,2,7,  50000, 8,1,6,0,0,1, 6025,  550, 5400,  99875
 7353,59,      0,11,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  19134
 9673,59,   4400,12,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  28797
 7729,59,  63000, 6,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  55495
 6920,59,  56000, 3,1,7,  30000, 3,2,7,1,0,0,    0,    0,    0,  73853
 7354,59,      0,13,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  10145
 6745,59,      0, 4,2,7,  45000, 4,1,8,0,1,0,12800, 1000, 4800,  58833
 7892,59,  50000, 2,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  72131
 8906,59,  40000, 2,1,1,      0,99,9,9,0,0,0,    0,    0,    0, 104789
 7355,59,      0,14,2,0,      0,99,9,9,0,0,0,    0,    0,    0,  13581
 7567,59,      0, 6,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  10423
 7331,59,  71000, 4,1,8,  64000, 4,2,8,0,1,0,    0,    0,    0, 169455
 8068,59,      0, 7,2,2,  48000, 7,1,2,0,0,1, 2600,  600, 2000, 130199
 8671,59,      0, 9,1,2,      0,99,9,9,0,0,1,    0,    0,    0,  26405
 6981,59,      0,11,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  29950
 8131,59,  80000, 5,1,8,   7500, 5,2,7,1,1,0, 4900,  400,    0, 106146
 7693,59,  32000, 7,1,2,  12000, 7,2,5,0,1,0,   50,   50,    0,  29600
 6982,59,      0,11,1,3,      0,10,2,2,0,0,0,    0,    0,    0,  24316
 7356,59,      0,13,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  26759
 7357,59,      0,13,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  18692
 8658,59,  25000, 5,1,1,      0, 3,2,1,0,2,0, 5800,    0, 5400, 171012
 7358,59,      0,10,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  21822
 8263,59,  45000, 4,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  38133
 7835,59,  65000, 5,2,5,  18000, 7,1,2,0,0,0,    0,    0,    0,  70584
 5286, 0,      0, 7,2,5, 200000, 8,1,8,0,1,0, 1650,    0, 1500, 937919
 7061,59,      0,10,1,7,  15000,10,2,7,0,0,0,    0,    0,    0,  88464
 8297,59,  67000, 3,1,5,      0,99,9,9,0,0,0,  250,    0,    0, 103040
 7873,59,  23000, 6,2,2,      0,99,9,9,0,1,1, 4850,  500, 3800,  38557
 7114,59,   9300, 3,2,5,      0,99,9,9,0,1,0,11600, 2600, 9000,  37803
 8793,59,  12000, 7,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  21775
 7359,59,      0,11,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  14571
 7360,59,      0,11,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  14500
 7361,59,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  15763
 7852,59,      0, 1,2,1,      0,99,9,9,0,0,2,22240, 1240,21000,  62572
 8298,59,  65000, 2,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  19012
 7118,59, 100000, 4,1,8,  18000, 4,2,2,0,1,0, 1525,   25, 1500,  88195
 6983,59,      0,14,2,2,      0,14,1,2,0,0,0,    0,    0,    0,  31348
 3868,59,  15000, 6,2,7,      0,99,9,9,0,1,0, 1040,  200,    0,  93728
 7362,59,      0,14,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  16525
 6984,59,      0,13,1,5,      0,11,2,2,0,0,0,    0,    0,    0,  36850
 7983,59,  80000, 7,1,7,      0, 7,2,2,0,0,1, 6500,  500, 6000, 196200
 7694,59,  30000, 6,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  31359
 9490,59,  70000, 8,1,7,  36000, 8,2,5,0,0,2,20000, 2000,18000, 104792
 3639,59,      0, 6,2,2,      0,99,9,9,1,1,0, 4520,   20,    0,  37664
 9172,59,      0, 9,1,7,      0, 7,2,2,0,0,1,    0,    0,    0, 165150
 9183,59,   8000, 6,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  47172
 7363,59,      0,14,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  16005
 9746,59,      0, 7,2,2,  42000, 8,1,7,0,0,2, 6900,  900, 6000,  72605
 8115,59, 120000, 5,2,7,  80000, 4,1,8,0,2,0,  100,  100,    0, 196822
 7364,59,      0,13,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  15260
 7124,59,  63000, 5,1,5,  30000, 5,2,7,0,2,0,  120,   60,    0,  57174
 7365,59,      0,14,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  23656
 6985,59,      0,13,1,2,      0,13,2,1,0,0,0,    0,    0,    0,  53135
 6666,59, 120000, 5,1,2,  31000, 5,2,2,0,1,0,12200,    0,11000, 133052
 7839, 0,      0, 7,2,2,      0,99,9,9,0,1,0, 2500,  100,    0,  66746
 7054,59,      0, 5,2,5,      0, 5,1,5,1,1,0, 3930,  170, 1760,  60855
 8872,59,  55000, 6,2,7,  70000, 7,1,7,0,0,2, 6500,  500, 6000,  98757
 8734,59,  21000, 9,1,7,      0, 8,2,2,0,0,1,    0,    0,    0,  65557
 8670,59,  70000, 8,1,2,  70000, 7,2,3,0,1,1,   80,   80,    0, 204363
 9164,59, 130000, 8,1,8,  26000, 7,2,7,0,0,2,18200, 6200,12000, 135081
 8111,59,  50000, 2,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  37733
 7862,59,  28000, 5,1,2,  30000, 4,2,2,0,0,0,    0,    0,    0,  44126
 8506,59, 120000, 5,1,3,   5000, 5,2,6,0,2,0,  900,  200,    0, 136355
 7997,59,      0, 4,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  27220
 8393,59,  53000, 2,2,7,  36000, 4,1,3,0,0,0,    0,    0,    0,  64262
 6957,59,  60000, 4,1,7,      0, 2,2,2,1,0,0, 2050,  400, 1500,  73829
 6633,59,  30000, 4,1,5,  20000, 3,2,2,0,1,0,  240,  100,   70,  47301
 8880,59,  35000, 3,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  34629
 8729,59,  39000, 6,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  37262
 7366,59,      0,14,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  15446
 9017,59,  42000, 5,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  35972
 8112,59,  50000, 3,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  44902
 6931,59,  24000, 9,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  26779
 6796,59,      0,11,1,7,  30000, 8,2,2,0,0,0,    0,    0,    0,  48304
 8730,59,  38000, 6,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  30125
 6772,59,      0, 2,1,5,      0, 1,2,7,1,0,1,    0,    0,    0,  13941
 6986,59,      0,11,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  21284
 9461,59, 100000, 8,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  88313
 8357,59,  40000, 8,1,7,  38000, 7,2,5,0,0,0,    0,    0,    0,  86153
 7920,59,      0, 4,1,7,  50000, 5,2,7,0,0,0,    0,    0,    0,  83668
 7581,59,  60000, 8,2,2,  28000, 8,1,2,0,0,0,    0,    0,    0,  71418
 7429,59,  75000, 4,1,8,  15000, 2,2,6,2,0,0,    0,    0,    0, 126445
 7647,59,  26000, 5,2,5,  30000, 6,1,5,0,0,0,    0,    0,    0,  83898
 8299,59, 130000, 9,1,7,  28000, 8,2,2,0,0,0,    0,    0,    0, 137636
 8552,59,      0, 6,2,7,  20000, 7,1,7,0,1,1, 9050, 1050, 6000,  83281
 8578,59,  42000, 5,1,7,   8000, 5,2,2,0,3,1,17500, 2100,15400, 123280
 7090,59,  92000, 4,1,6,      0, 4,2,3,0,2,0, 5980, 1300, 3600, 122415
 9081,59,  40000, 8,2,3,      0,99,9,9,0,0,0, 2500,  150, 2350,  48255
 8264,59,  48000, 5,1,4,      0,99,9,9,0,0,0,  450,   50,  400,  45934
 2550,59,      0, 6,2,1,      0,99,9,9,0,2,0,    0,    0,    0,  26770
 9021,59,  12000, 4,1,2,  46000, 4,2,5,1,0,0,    0,    0,    0,  74480
 6987,59,      0,13,1,1,      0,13,2,1,0,0,0,    0,    0,    0,  24977
 7367,59,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  20226
 6988,59,      0,12,1,2,      0,10,2,2,0,0,0,    0,    0,    0,  33138
 6855,59,  62000, 9,2,5,      0, 9,1,1,0,0,0,    0,    0,    0,  66173
 8332,59,  40000, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  30604
 6810,59,      0, 9,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  71110
 8061, 0,  17000, 8,2,8,      0, 9,2,7,0,0,0,    0,    0,    0,  89081
 6227,59,  17000, 5,1,2,      0,99,9,9,0,3,0,  715,  680,    0,  95802
 6555,59,  50000, 7,1,6,  70000, 6,2,3,0,1,0,  150,   50,  100, 100582
 6547,59,      0, 9,1,3,      0, 9,2,3,0,0,0,    0,    0,    0,  85369
 8154,59,  16000, 4,2,1,  62000, 4,1,2,0,2,1, 2700,  200,  400, 110098
 7986,59,  30000, 6,2,5,  34000, 6,1,5,0,3,0, 2900,    0, 2000,  72916
 9397,59,  12000, 7,2,5,  12000, 8,1,5,0,0,2, 6250, 1250, 5000,  49169
 7192,59,  63000, 5,2,7,  52000, 5,1,2,0,2,0,  360,  200,    0, 130705
 8002,59,  67000,11,1,6,      0,99,9,9,0,0,0,  200,    0,    0, 124674
 7368,59,      0,12,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  22525
 7840, 0,  76000, 3,1,5,  55000, 3,2,2,0,2,0, 4700,    0, 4000, 113083
 9310,59,  51000, 9,1,7,  26000, 8,2,2,0,0,2,14000, 3000,11000,  91287
 9667,59,   8000, 6,2,3,  60000, 7,1,1,0,0,2,32400, 2400,30000, 175368
 8083,59,  32000, 9,2,3,      0,10,1,2,0,1,0,  950,   50,    0,  89091
 8957,59,  45000, 7,2,2,      0,99,9,9,0,0,2,    0,    0,    0,  73471
 7617,59,  10000, 6,2,3, 100000, 6,1,3,0,0,0,    0,    0,    0,  89846
 8565,59,  18000, 6,1,5,  18000, 6,2,0,0,1,1,  400,    0,  400,  49249
 6989,59,      0,12,2,2,      0,13,1,1,0,0,0,    0,    0,    0,  27994
 7457,59,  84000, 5,1,8,      0, 4,2,2,2,0,0,  500,    0,  500,  73337
 6911,59, 120000, 5,1,4,  16000, 5,2,5,0,2,0,    0,    0,    0,  93923
 7459,59,  50000, 4,1,3,      0, 4,2,5,1,3,0,  100,  100,    0,  43085
 6990,59,      0,11,1,5,      0,11,2,2,0,0,0,    0,    0,    0,  82802
 7137,59,  46000, 3,2,3,  64000, 4,1,1,0,2,0,  575,  575,    0, 104181
 7190,59,  32000, 7,2,3, 110000, 7,1,3,0,0,0,    0,    0,    0,  81051
 4465,59,  55000, 6,2,5,      0,99,9,9,0,1,0,  150,  150,    0,  47132
10021,59,  10000, 1,2,2,      0,99,9,9,0,0,1, 7200, 2200, 5000,  23093
 7654,59,  23000, 3,1,2,  16000, 2,2,2,0,0,0,    0,    0,    0,  26164
 6932,59,  30000, 8,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  25117
 8265,59,  52000, 4,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  37858
 7525,59, 110000, 5,2,8,      0,99,9,9,0,1,0, 1500,    0,    0,  90224
 4919,59,  75000, 6,2,7,      0,99,9,9,0,1,0,  100,  100,    0,  64209
 8257,59,  70000, 4,2,7,  70000, 3,1,7,0,0,0,    0,    0,    0,  91417
 9709,59, 130000, 6,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  84419
 8881,59,  35000, 2,2,4,      0,99,9,9,0,0,0,    0,    0,    0,  32773
 6933,59,  26000, 8,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  26961
 9380,59,   8500, 8,2,1,  10000, 9,1,3,0,0,0,    0,    0,    0,  65356
 8630,59,   4200,11,1,3,  14000, 7,2,5,0,0,0,    0,    0,    0,  50275
 7369,59,  31000, 8,2,3,      0,99,9,9,0,0,1,    0,    0,    0,  39020
 8266,59,  54000, 5,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  64933
 8686,59,      0, 6,2,7,      0, 7,1,7,0,0,2, 8000,  400, 7600,  53358
 7763,59,  45000, 6,1,2,  15000, 5,2,6,0,0,0,    0,    0,    0, 111166
 8905,59,  86000, 9,1,8,  80000, 7,2,6,0,0,1,10600,  345, 9655, 212425
 8545,59,  48000, 5,2,5,      0, 4,1,6,2,1,0, 4645,   45, 4000, 117909
 6991,59,      0,10,1,3,      0,10,2,2,0,0,0,    0,    0,    0,  96340
 7243,59,  70000, 4,2,7,  60000, 3,1,7,1,0,0,    0,    0,    0,  91189
 7662,59,      0, 6,2,2, 200000, 6,1,7,0,2,0,  200,  200,    0, 169030
 7116,59, 240000, 9,1,8,      0, 8,2,7,0,1,0, 2450,   50,    0, 191788
 9918,59, 160000, 6,1,3,   5900, 6,2,5,0,1,1,  300,  300,    0, 168392
 6992,59,      0,11,2,3,      0,12,1,3,0,0,0,    0,    0,    0,  26320
 7885,59, 130000, 4,1,2,  23000, 4,2,5,0,3,0, 2250,  300,    0, 143169
 8413,59,  65000, 5,1,1,  45000, 5,2,2,0,3,0,    0,    0,    0, 117399
 5846, 0, 220000,10,1,3,  30000,11,2,0,0,0,1,14800, 2800,12000, 251815
 7618,59,      0, 6,2,5,  62000, 7,1,2,0,0,0,    0,    0,    0,  49816
 8870,59,      0, 6,2,1,      0,99,9,9,0,0,1,    0,    0,    0,  15006
 7370,59,      0,10,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  27117
 7371,59,      0,10,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  45725
 8012,59,   2500, 1,1,1,      0,99,9,9,0,1,0,  140,   20,  120,  56756
 7879,59,  25000, 3,2,7,  10000, 5,1,5,0,2,0, 3415,  415, 3000,  34061
 6724,59,  70000, 5,2,5,  20000, 7,1,3,0,1,0,  280,  200,   80, 107661
 8731,59,  37000, 6,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  30780
 7372,59,      0,11,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  25166
 8300,59,  61000, 2,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  53595
 7928,59,      0,12,2,1,      0,12,1,1,0,0,0,    0,    0,    0,  65360
 5581,59,  75000, 5,2,7,      0,99,9,9,0,1,0, 1670,  170,    0, 130455
 7373,59,      0,10,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  51268
 8732,59,  48000, 6,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  62504
 8733,59,  43000, 6,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  60375
 7374,59,      0,10,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  28855
 7764,59,  50000,10,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  55574
 9848,59,   2000, 4,1,7,   5000, 4,2,7,0,0,0,12750, 2750,10000,  54136
 7915,59,  22000, 3,2,5,      0,99,9,9,0,0,0, 4000,    0, 4000,  29769
 7400,59,  25000, 6,1,7,  19000, 6,2,7,0,0,0,    0,    0,    0,  37515
 8446,59,  80000, 4,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  61378
 7916,59,  18000, 2,1,7,      0,99,9,9,0,0,0,  400,    0,  400,  25080
 7375,59,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  25814
 8723,59,  19000, 4,2,3,  57000, 4,1,3,2,0,0,    0,    0,    0, 120567
 7213,59,      0,11,2,5,  62000,10,1,1,0,0,0,    0,    0,    0,  62483
 7225,59,      0, 9,2,7,  80000, 7,1,3,0,0,0,    0,    0,    0,  73111
 8610,59,  40000, 7,2,4,  60000, 9,1,2,0,2,1, 9150,  150, 8000, 117863
 7376,59,      0,12,1,6,      0,99,9,9,0,0,0,    0,    0,    0,  53490
 8820, 0,      0, 8,2,8,      0,99,9,9,0,0,1, 3100, 1100, 2000, 198439
 7930,59,  54000, 6,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  48254
 8447,59,  82000, 5,2,6,      0,99,9,9,0,0,0,    0,    0,    0, 103314
 9496,59,   7200, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  12516
 6797,59,      0,11,1,3,  18000, 9,2,4,0,0,0,    0,    0,    0,  30746
 7961,59,  25000, 6,1,8,  24000, 7,2,7,0,2,0,    0,    0,    0,  63269
 8062, 0, 110000, 7,1,7,      0, 7,1,7,0,0,0,    0,    0,    0,  90121
 7605,59,  68000, 8,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  57703
 7377,59,      0,13,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  49928
 7129,59,  47000, 4,2,5,  70000, 3,1,2,1,0,0,    0,    0,    0, 115214
 6993,59,      0,12,1,1,      0,12,2,1,0,0,0,    0,    0,    0,  31038
 7431,59,  32000, 3,2,3,  38000, 4,1,3,0,2,0,    0,    0,    0,  69581
 7471,59,  51000, 6,2,6,  50000, 5,1,3,0,3,0, 1249,  199,   25,  87883
 7774, 0,   3000, 1,2,2,      0,99,9,9,0,1,1, 3200, 1100, 2000, 236758
 6994,59,      0,11,2,8,      0, 9,1,8,0,0,0, 5450,  450, 5000,  91242
 4274, 0,   3500, 9,1,8,      0,10,2,2,0,0,0,    0,    0,    0, 227978
 7003,59,  27000, 3,2,8,  50000, 4,1,7,1,0,0, 3000,    0, 3000, 116982
 8469,59, 130000, 9,1,1,  65000, 9,2,1,0,0,0,    0,    0,    0, 119786
 6634,59,  31000, 3,2,6,  30000, 5,1,6,0,1,0,  510,  110,    0,  96138
 7602,59,  30000, 8,1,1,   9000, 4,2,2,0,1,0,    0,    0,    0,  58443
 5784,59,      0, 3,2,1,      0,99,9,9,1,2,0,    0,    0,    0,  15918
 7065,59,  72000, 4,1,7,      0, 5,2,2,1,0,0,    0,    0,    0,  75073
 6856,59,      0, 8,2,5,  60000, 9,1,6,0,0,0,    0,    0,    0,  68152
 8035,59,      0, 4,2,2,  63000, 4,1,2,0,2,0,  240,  120,    0,  63027
 7568,59,      0, 7,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  26892
