CASEID,provincp,rpincear,rpagegrp,rpsex,rphighestedp,spincear,spagegrp,spsexp,sphighestedp,ch04toip,ch517toip,y1824toip,m301,m302tot,m308,totexpen
 6995,59,      0,10,2,1,      0,11,1,3,0,0,0,    0,    0,    0,  27504
 6128,59,      0, 6,2,5,  70000, 7,1,7,0,2,1,10800,  600,  200, 218535
 6773,59, 130000, 7,2,2, 220000, 8,1,5,0,1,1, 2250,  550, 1700, 379854
 6442,59,  30000, 7,1,8,  60000, 6,2,8,0,2,1,15600, 1500, 8500, 107657
 7101,59, 120000, 9,1,3, 150000, 8,2,2,0,0,0,    0,    0,    0, 311048
 7091,59, 180000, 5,2,2,      0, 7,1,5,0,2,1, 7800, 1300, 6500, 309233
 5897,59,      0, 6,2,5, 160000, 7,1,8,0,3,0,  450,  450,    0, 219732
 6024, 0,  50000, 8,2,2,  60000, 8,1,3,0,0,0,    0,    0,    0, 130196
 7121,59,  20000, 1,1,2,      0,99,9,9,0,0,2, 5700,  700, 5000,  97612
 5675,59,      0,10,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  62070
 4588, 0, 270000,10,1,8,      0,99,9,9,0,0,0,  500,    0,  500, 190510
 5152,59,  90000, 5,1,8,  18000, 6,2,3,0,2,0,    0,    0,    0, 113256
 6005,59, 140000, 9,1,8,  65000,10,2,8,0,0,0, 2400,  400, 2000, 211722
 5418,59,      0,10,2,8,      0,11,1,8,0,0,0,    0,    0,    0,  75582
 5419,59,      0,12,1,7,      0,11,2,7,0,0,0,    0,    0,    0, 144082
 6548,59, 240000, 8,1,8,      0,99,9,9,0,0,1,    0,    0,    0, 230092
 4810,59,      0, 9,2,6,  42000, 8,1,2,0,0,0,    0,    0,    0,  57078
 5901,59, 340000, 7,1,8,  21000, 7,2,8,0,2,0, 1300,  200,    0, 269896
 5420,59,      0,11,1,8,      0,12,2,7,0,0,0,   50,    0,    0,  83976
 4985,59,  75000, 6,1,8,      0, 4,2,8,0,1,0,  200,    0,  200, 156973
 5723,59,  48000, 5,1,7,  95000, 5,2,7,1,1,0, 3570,   60, 3510, 190843
 5421,59,      0,10,2,2,      0,11,1,8,0,0,0,    0,    0,    0, 104419
 5422,59,      0,14,1,8,      0,13,2,6,0,0,0,    0,    0,    0,  67240
 5161,59,      0, 8,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  24387
 6599,59,  20000,11,1,8,  65000, 9,2,8,0,0,1,  500,  500,    0,  91498
 5529,59,  20000, 5,2,8,  20000, 6,1,2,1,2,0,    0,    0,    0,  44290
 6939,59, 100000, 7,1,7,  94000, 6,2,7,0,1,1, 2350,  900,    0, 186181
 5823, 0, 500000, 6,1,8, 250000, 6,2,2,0,2,0,  400,  400,    0, 734575
 5643,59,  20000, 6,1,7,  33000, 5,2,5,0,2,0,   60,   60,    0,  45835
 7122,59, 150000, 9,1,8,  10000, 8,2,7,0,0,0,    0,    0,    0, 145972
 7173, 0, 600000, 8,1,8,      0, 8,2,6,0,0,0,    0,    0,    0, 605242
 6554,59, 250000, 7,1,7,      0, 6,2,2,0,0,0, 2150,  150, 2000, 322728
 6058,59,  69000, 5,2,6,      0,99,9,9,0,3,1,    0,    0,    0, 120324
 5290,59,      0, 5,1,6,      0, 5,2,6,0,2,0, 2000,    0,    0,  39744
 4811,59,      0, 9,1,2,      0, 9,2,7,0,0,0,    0,    0,    0,  74825
 5796,59, 170000, 5,1,5,  18000, 5,2,3,0,0,0,    0,    0,    0,  90130
 9979, 0,  20000, 7,1,8,  40000, 7,2,7,0,1,1,45700, 1300,42000, 272955
 5423,59,      0,13,1,8,      0,12,2,8,0,0,0,    0,    0,    0,  92676
 5971, 0, 500000, 7,1,2, 200000, 6,2,2,0,2,1,36900, 1700,28000, 573354
 6496,59,  20000, 8,1,1,      0, 7,2,6,0,3,1, 2500,  500, 2000,  37750
 6445,59,  34000, 5,2,5,  32000, 7,1,5,0,2,0,   50,   50,    0,  78015
 5424,59,      0,13,1,1,      0,11,2,2,0,0,0,    0,    0,    0,  49074
 6384,59, 130000, 8,1,2,  45000, 8,2,5,0,0,0,    0,    0,    0, 171355
 5724,59,  80000, 4,1,2,      0, 4,2,5,1,1,0,  340,   40,    0, 106329
 6714,59,      0, 8,2,2,  37000, 8,1,8,0,0,0,11350,  350,11000,  79141
 5887,59,  79000, 7,1,6,  30000, 7,2,7,0,0,0,    0,    0,    0,  68965
 5698,59,  50000, 4,1,2,  70000, 4,2,5,0,2,0,   40,   40,    0, 107388
 5565,59,  80000, 6,1,2,  84000, 5,2,5,0,2,0, 2600,  800,  300, 179970
 5676,59,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  44691
 6307,59, 120000, 8,2,6, 230000, 8,1,8,0,0,0,  660,    0,  660, 358924
 5530,59,  38000, 6,2,7,  70000, 6,1,7,0,1,0, 1600,    0,    0, 117339
 6389,59,      0, 9,2,8, 140000,10,1,8,0,0,0,    0,    0,    0, 173531
 7306,59,   2000, 9,2,2,      0,99,9,9,0,0,0,   25,    0,   25,  66103
 5979,59,  70000, 8,1,6,  38000, 8,2,5,0,0,0,    0,    0,    0, 134449
 5824, 0, 890000, 6,1,8,      0, 7,2,8,0,2,0,33850,  850,33000, 640453
 5162,59, 100000, 8,2,2,  15000,10,1,2,0,0,0,    0,    0,    0,  89772
 5078,59,      0, 9,2,6,      0, 9,1,3,0,0,0,    0,    0,    0,  63289
 6467,59,  86000, 1,2,7,      0,99,9,9,0,0,1,  350,    0,    0,  81636
 6186,59,  19000, 3,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  19700
 6205,59,  52000, 2,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  67290
 5677,59,      0,14,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  49582
 5381, 0,  60000, 5,2,7, 140000, 5,1,7,0,2,0,34000, 1000,30000, 345140
 5425,59,      0,12,2,3,      0,12,1,2,0,0,0,    0,    0,    0, 121348
 5847, 0, 130000, 4,2,6, 300000, 6,1,5,2,0,0,22000,    0,20000, 341551
 6719,59, 110000, 8,1,8,  58000, 6,2,8,0,1,0,11060, 1060,10000, 155838
 8155,59,  35000, 8,1,3,  40000, 7,2,2,0,0,1,    0,    0,    0, 172892
 8344, 0,  75000, 5,1,3,  50000, 5,2,5,0,3,0, 1050,   50,    0, 154256
 6491,59,  80000, 6,2,2,  95000, 7,1,3,1,1,0,    0,    0,    0, 129944
 4186,59,  45000, 3,2,5,      0,99,9,9,1,0,0,  520,  120,  400,  73466
 7610, 0,  42000, 5,2,8, 500000, 6,1,8,0,3,0,30000,    0,30000, 391282
 5825, 0,      0, 4,2,8,1000000, 4,1,8,1,1,0,    0,    0,    0, 647145
 6521,59, 100000, 9,1,8,  65000, 8,2,2,0,0,0,  700,    0,  700, 165443
 7115,59,  64000, 4,2,8, 120000, 6,1,7,1,1,0,    0,    0,    0, 131319
 7001,59,  75000, 6,1,7,  12000, 5,2,5,0,2,0,   60,   60,    0,  73942
 6222,59,      0, 9,2,2,      0,10,1,2,0,0,0,    0,    0,    0,  27360
 6869,59,  75000, 3,1,0,      0,99,9,9,0,0,0,    0,    0,    0,  59635
 8607,59,   8000, 7,2,8,   2000, 7,1,0,0,0,1, 6400,  400, 6000,  51175
 6617,59,      0, 3,2,7,      0, 4,1,8,1,0,0, 2000,    0, 2000,  31741
 7256,59,   6000, 3,2,8,      0,99,9,9,1,0,0,  272,    0,  272,   7017
 7324,59,      0, 3,2,8,   1200, 3,1,8,0,0,0,10800,    0,10800,  39695
 7781,59,  71000, 4,1,7,      0, 3,2,8,0,0,0,    0,    0,    0,  71243
 9710,59,   7000, 2,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  21119
 7757,59,  20000, 2,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  17810
 8861,59,  10000, 5,2,7,      0,99,9,9,0,0,1, 3600,    0, 1600,  35945
 7055,59,      0, 4,2,5,  20000, 5,1,7,1,1,0,   70,   25,   45,  31453
 3663,59,  25000, 6,2,5,      0,99,9,9,0,1,0,  570,   70,    0,  39949
 6691,59,      0, 8,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  15554
 8041,59,  29000, 1,2,1,      0,99,9,9,0,0,1,    0,    0,    0,  36310
 6835,59,  25000, 9,1,5,  25000, 7,2,2,0,0,0,    0,    0,    0,  47305
 6959,59,  25000,10,1,7,  21000,10,2,1,0,0,0,    0,    0,    0,  55615
 8156,59,      0, 3,2,1, 100000, 3,1,3,1,1,0, 4260,  100, 2160,  91330
 8932,59,  55000, 2,2,5,  11000, 2,1,2,0,0,0,  300,    0,  300,  83941
 7918,59,  38000, 6,1,2,  12000, 5,2,2,0,3,0, 3900,  300, 3600,  55076
 4215,59,  22000, 5,2,5,      0,99,9,9,1,1,0,    0,    0,    0,  58728
 6628,59,      0, 8,2,2,      0,12,1,2,0,0,0,    0,    0,    0,  53418
 6813,59,  50000, 5,1,0,      0, 4,2,0,1,0,0,    0,    0,    0,  33396
 7426,59,  15000, 3,2,5,  10000, 2,1,3,0,0,0,    0,    0,    0,  22380
 6692,59,      0, 8,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  24562
 8687,59,   3000, 3,1,7,      0,99,9,9,0,0,0,46650, 4500,42150,  88824
 6596,59,  30000, 4,1,7,  30000, 4,2,7,0,1,0, 2545,   80,  625,  53078
 8142,59,  70000, 4,2,8,  35000, 3,1,7,0,0,0,  200,    0,    0,  86017
 7427,59,  30000, 2,1,7,      0, 2,2,8,0,0,0,    0,    0,    0,  35495
 7257,59,   6000, 3,2,5,      0,99,9,9,0,1,0, 1605,    0, 1605,  38480
 6840,59,      0,12,1,1,      0,11,2,1,0,0,0,    0,    0,    0,  32009
 6841,59,      0,11,1,7,      0,10,2,7,0,0,0,    0,    0,    0,  19595
 8326,59,  50000, 3,1,3,   1100, 2,2,7,1,0,0,    0,    0,    0,  93910
 7944,59,  45000, 3,1,2,  10000, 3,2,2,1,2,0,    0,    0,    0,  52739
 9552,59,  13000, 8,1,6,   6000, 8,2,1,0,0,2,    0,    0,    0, 108009
 8511,59,      0,11,2,0,      0,99,9,9,0,0,0,  150,    0,  150,  38821
 7152,59,      0,12,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  19875
 5295,59,  39000, 4,2,2,      0,99,9,9,0,2,0,    0,    0,    0,  26736
 6720,59,  65000, 4,1,7,      0, 4,2,8,0,1,0,    0,    0,    0,  48366
 7679,59,  94000, 6,1,7,      0, 5,2,2,0,0,0, 7650, 1650, 6000, 117786
 7979,59,  85000, 2,2,6,      0,99,9,9,0,0,0,    0,    0,    0,  87553
 7745,59,   3500, 7,1,4,      0,99,9,9,0,0,0,    0,    0,    0,  15111
 9865,59,  22000, 5,2,7,  32000, 5,1,7,0,0,1, 6300,  800, 5500,  55898
 8241,59,  20000, 5,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  63641
 9186,59,   2000, 1,1,2,      0,99,9,9,0,0,1,33700, 2400,30500,  76043
 9019,59,      0, 7,2,1,   2000, 5,1,6,0,0,0,    0,    0,    0,  13009
 6761,59,  15000, 4,1,7,  20000, 4,2,7,0,1,0, 1700,  200,    0,  57989
 8909,59,  40000, 6,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  38621
 7875,59,  30000, 6,1,5,      0,99,9,9,0,0,0,    0,    0,    0,  33160
 8224,59,  50000, 4,1,7,  50000, 5,2,7,0,0,0,    0,    0,    0,  81102
 7938,59,      0, 2,1,2,      0,99,9,9,0,0,1, 2150,  150, 2000,  52286
 8858,59,  23000, 7,2,2,  25000, 8,1,2,0,0,1, 3700,  400, 3300,  65866
 8698,59,  33000, 7,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  39847
 8704,59,  40000, 3,1,5,   2600, 2,2,3,1,0,0,    0,    0,    0,  56960
10106,59, 140000, 2,1,4,      0,99,9,9,0,0,0, 3200, 1000, 2200, 187788
 9318,59,  40000, 2,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  33098
 8699,59,  42000, 8,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  33797
 7981,59,  60000, 6,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  47977
 8277,59,  21000, 2,2,5,      0,99,9,9,0,0,0, 6250, 1250, 5000,  27252
 7802,59,      0,11,2,1,      0,99,9,9,0,0,0,    0,    0,    0,   9549
 8611,59,  90000, 4,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  91807
 8681,59,  59000, 1,1,4,      0,99,9,9,0,0,1, 1520,  520, 1000, 102406
 7558,59,      0,10,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  18370
 9050,59,  60000, 9,1,1,  45000, 7,2,1,0,0,1,    0,    0,    0, 120715
 8836,59, 110000, 7,1,3,      0, 7,2,2,0,0,0,    0,    0,    0, 125866
 8075,59,  93000, 6,2,6, 150000, 5,1,7,0,3,0,22500, 1300,21200, 171346
 5016,59,  30000, 4,2,2,      0,99,9,9,0,1,0, 2200,  200, 2000,  46759
 8418,59,  80000, 5,2,5,  73000, 5,1,6,0,0,0,    0,    0,    0,  94327
 7378,59,  50000, 4,1,2,  56000, 3,2,2,1,0,0,    0,    0,    0, 101446
 8910,59,  36000, 7,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  26440
 7746,59,      0, 7,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  27683
 6414, 0,      0, 4,1,2, 140000, 6,1,5,0,0,0,    0,    0,    0, 151655
 7166,59,  40000,10,1,1,  40000,10,2,1,0,0,0,    0,    0,    0, 113643
 7559,59,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  14374
 7779,59,  58000, 8,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  61354
 8543,59,  28000, 5,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  51531
 8593,59,  48000, 3,1,7,  35000, 1,2,7,0,0,1, 1290,  290, 1000,  70371
 7441,59,  16000, 7,2,3,  48000, 7,1,3,0,0,0,    0,    0,    0,  52798
 8078,59,  18000, 3,2,7,  70000, 2,1,6,0,0,0,   20,    0,    0,  79343
 7817,59,  18000, 3,1,5,  28000, 1,2,2,0,0,1,    0,    0,    0,  40954
 8688,59,   9000, 2,2,5,  48000, 3,1,3,0,1,0,    0,    0,    0,  69495
 6625,59,      0, 9,2,1,      0,99,9,9,0,1,0,   63,   63,    0,  34439
 8933,59,   4400,10,1,5,  40000, 9,2,2,0,0,0,    0,    0,    0,  55814
 7301,59, 330000,10,1,8,      0,99,9,9,0,0,0,    0,    0,    0, 247177
 6996,59,      0,10,2,7,      0,10,1,2,0,0,0,  250,    0,    0,  71268
 8254,59, 130000, 8,2,2, 100000, 9,1,2,0,0,0,  720,    0,    0, 156193
 7227,59,  28000, 3,2,2,  80000, 4,1,1,1,1,0,  400,    0,  150, 135041
 6611,59,  90000, 8,1,8, 100000, 7,2,8,0,0,0,    0,    0,    0, 156233
 8755,59,  53000, 2,2,6,   8000, 2,1,2,0,0,0, 1225,    0,  700,  88769
 7153,59,  46000, 5,1,2,  25000, 4,2,5,0,1,0,    0,    0,    0,  67246
 7416,59,  40000, 2,1,7,      0, 2,2,7,0,0,0, 1800,  100, 1700,  53461
 6419,59,      0,12,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  15580
 7588,59,  74000, 2,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  81081
 6727,59,  26000, 4,2,5,  25000, 4,1,2,0,0,0,  150,    0,    0,  66644
 8066,59,  55000, 6,1,8,  11000, 4,2,7,1,0,0,  890,   40,  250,  87179
 7189,59,  31000, 4,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  46063
 6154,59,      0,13,2,3,      0,13,1,3,0,0,0,    0,    0,    0,  28626
 8520,59,   2500, 1,2,2,      0,99,9,9,0,0,2, 1577,  453, 1124,  20756
 6567,59,   1200, 7,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  12151
 6420,59,      0,11,2,3,      0,99,9,9,0,0,0,    0,    0,    0,  15620
 5972,59,   1700, 8,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  18589
 6568,59,   3500, 7,1,6,      0,99,9,9,0,0,0,    0,    0,    0,  16705
 7680,59,  85000, 5,1,7,  30000, 5,2,2,0,2,0,    0,    0,    0, 111227
 9051,59,   9000, 9,2,7,      0,99,9,9,0,0,0,  125,    0,    0,  30791
 6421,59,      0,14,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  32655
 6123,59,  27000, 9,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  28225
 7041,59,  37000, 4,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  37000
 6380,59,  46000, 8,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  37080
 7589,59,  67000, 2,1,8,      0,99,9,9,0,0,0,   25,    0,   25,  55847
 6686,59,      0, 1,2,2,      0,99,9,9,0,0,1,18670,  870,17800,  54756
 6626,59,  17000, 3,1,3,  14000, 2,2,2,0,0,0, 6040,  540, 5000,  39923
 8355, 0,      0, 9,2,8,      0,10,2,5,0,0,0,  150,    0,    0, 120898
 6934,59,  49000, 8,2,5,  45000, 7,1,7,0,0,0,  350,  200,  150,  85707
 6422,59,      0,12,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  28691
 6155,59,      0,11,1,4,      0,10,2,2,0,0,0,    0,    0,    0,  67821
 7199,59,  63000, 5,2,8,  85000, 6,1,7,0,0,0, 1575,  300, 1125, 180972
 8170,59,  20000, 6,2,7, 120000, 7,1,8,0,0,1,16200, 1200,15000, 143407
 8232,59, 190000, 2,1,6,      0,99,9,9,0,0,0, 3550,   50, 3500, 150226
 8660,59, 140000, 4,2,8,  45000, 3,1,8,2,1,0,23520, 2050,21200, 206241
 6511, 0,  60000, 4,2,8,  18000, 6,1,2,0,2,0, 3350,  100,    0,  80703
 7853,59, 120000, 6,1,0,  51000, 6,2,6,0,1,0,    0,    0,    0, 154674
 9075,59,  66000, 6,1,8,      0, 6,2,7,0,1,2,13033,  650,12383,  91550
 6908,59,  73000, 7,1,6,      0, 7,2,3,0,0,0,    0,    0,    0, 135070
 6156,59,      0,12,1,6,      0,12,2,1,0,0,0,    0,    0,    0,  42864
 7387,59,  15000, 1,2,5,      0,99,9,9,0,0,1,13400, 1400,12000,  41435
 7174,59,      0, 1,1,2,      0,99,9,9,0,0,1,    0,    0,    0,  20761
 7877,59,  55000, 6,2,5,      0,99,9,9,0,1,0, 1285,  115,   50,  67078
 8036,59,  25000, 1,1,2,      0,99,9,9,0,0,2,    0,    0,    0, 128936
 9491,59,   8700, 1,2,2,      0,99,9,9,0,0,2, 4125,  670, 3300,  30675
 8248,59, 100000, 4,1,7,   7200, 3,2,7,1,0,0,  500,    0,  500,  89145
 5617,59,   6900, 8,1,7,  28000, 8,2,7,0,0,0,    0,    0,    0,  80561
 8101,59,  57000, 6,2,7,      0,99,9,9,0,1,1,16545, 1400,15000,  64093
 8366,59,   5000,10,1,2,  42000, 8,2,2,0,0,0,    0,    0,    0,  63281
 5848,59,      0, 9,2,2,      0,11,1,2,0,0,0,    0,    0,    0,  64351
 5973,59,      0, 9,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  35230
 8428,59,  26000, 8,2,2,  38000, 9,1,4,0,0,2,    0,    0,    0,  61549
 5488,59,      0, 9,2,8,      0, 9,1,8,0,0,0,    0,    0,    0,  86849
 6208,59,  16000, 8,2,7,      0,99,9,9,0,0,0, 4620, 1120, 3000,  36661
 6612,59,  60000, 7,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  80384
 8150,59,  43000, 6,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  55074
 6157,59,      0,11,2,4,      0,11,1,3,0,0,0,    0,    0,    0,  26423
 6124,59,  22000, 9,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  34638
 9098,59,  70000, 5,1,4, 110000, 4,2,7,1,3,0, 1600,  600,    0, 282742
 6849,59,  42000, 8,2,2,  50000,10,1,2,0,0,0,    0,    0,    0,  67486
 9474,59,   9000, 3,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  11666
 5489,59,      0, 9,2,2,      0, 9,1,2,0,0,0,    0,    0,    0,  92909
 6423,59,      0,12,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  72712
 6372,59,  75000, 8,1,7,  75000, 8,2,7,0,0,0,    0,    0,    0, 216383
 5849,59,      0, 9,1,8,      0, 9,2,8,0,0,0,    0,    0,    0,  82217
 5974,59,      0, 9,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  57370
 7836,59, 190000, 9,1,8,  60000, 8,2,2,0,0,0,  150,    0,    0, 121269
 8569,59,  14000, 4,2,3,  54000, 4,1,3,1,1,0,    0,    0,    0,  96678
 5490,59,      0, 9,1,2,      0, 9,2,2,0,0,0,    0,    0,    0,  48691
 6424,59,      0,13,1,6,      0,99,9,9,0,0,0,    0,    0,    0,  53688
 7651,59, 110000, 5,2,3, 110000, 5,1,7,0,2,0, 3100,  100,    0, 165488
 7332,59,  49000, 7,1,1,  41000, 5,2,5,0,1,0,  140,   90,   50,  87883
 7126,59,    700, 2,2,5,  58000, 4,1,8,1,0,0,    0,    0,    0,  54929
 6100,59,  80000, 8,1,2,  17000, 8,2,2,0,0,0,    0,    0,    0,  79661
 7950,59,      0, 2,2,2,  93000, 3,1,3,2,0,0,    0,    0,    0, 119838
 7584,59,      0, 6,2,8,  90000, 7,1,2,0,2,0,13740, 1100,12000, 129752
 7590,59,  56000, 2,1,6,      0,99,9,9,0,0,0,    0,    0,    0,  50152
 6025, 0,  70000, 5,1,7,  70000, 6,1,2,0,0,0,    0,    0,    0, 169529
 7883,59,  45000, 7,2,5,      0,99,9,9,0,0,1,    0,    0,    0,  90525
 5961,59,      0,13,2,2,      0,99,9,9,0,0,0,    0,    0,    0,  60192
 7854,59,      0, 5,2,8, 180000, 5,1,7,1,0,0,    0,    0,    0, 191121
 7535,59,   7600, 3,2,5,  63000, 1,1,3,1,0,1,    0,    0,    0,  83622
 5566,59,  22000, 8,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  24469
 8468,59,  58000, 6,2,5,      0, 8,1,2,0,0,2,12400, 2100,10000,  86544
 6285,59,   6000, 7,2,7,  36000, 8,1,6,0,0,0,  640,    0,    0,  95220
 8594,59,  80000, 8,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  65307
 8718,59,  32000, 5,2,3,  18000, 6,1,2,0,1,0, 2440,   40,    0,  61615
 7700,59,  86000, 8,2,5,  38000, 9,1,3,0,0,0,  600,    0,  600, 160996
 9849,59,  68000, 1,1,2,      0,99,9,9,0,0,1,    0,    0,    0, 105080
 7900,59,      0,11,1,7,      0,11,2,2,0,0,0,    0,    0,    0,  31568
 8063, 0,  12000, 7,1,8,      0, 8,2,6,0,0,0,   80,    0,    0, 151105
 6437,59,  28000, 7,2,2,  76000, 7,1,7,0,0,0,    0,    0,    0,  44022
 6759,59,  66000, 8,1,2,  42000, 8,2,3,0,0,0,    0,    0,    0,  74921
 8510,59,  75000, 7,1,8,      0,99,9,9,0,0,1,  540,  200,  200, 264638
 7713,59,  26000, 5,1,5,  38000, 4,2,5,0,0,0,    0,    0,    0,  88698
 8302,59,   1000, 2,2,2,  60000, 2,1,4,2,0,0,  960,    0,    0,  81784
 6006,59,  30000, 7,2,7,      0,99,9,9,0,0,0,    0,    0,    0,  51894
 6079,59,      0, 9,1,7,  18000, 6,2,5,0,0,0, 1200,    0,    0,  61302
 7033,59,  61000, 3,1,2,      0, 3,2,2,1,0,0,    0,    0,    0,  77896
 7499,59,      0,13,1,8,      0,99,9,9,0,0,0,    0,    0,    0,  38177
 8489,59,  74000, 8,1,7,   8500, 8,2,2,0,0,0,  125,    0,    0,  79247
 7159,59,      0,10,2,2,      0,12,1,2,0,0,0,    0,    0,    0,  30095
 7500,59,    600,10,2,8,      0,99,9,9,0,0,0,    0,    0,    0,  10028
 8310,59,  11000, 1,2,1,  42000, 1,1,2,1,0,2, 1150,  450,  700,  74105
 7504,59,      0,13,2,1,      0,14,1,1,0,0,0,    0,    0,    0,  35056
 7505,59,      0,12,2,2,      0,12,1,3,0,0,0,    0,    0,    0,  91913
 7432,59,  52000, 8,1,7,      0,99,9,9,0,0,0,    0,    0,    0,  44581
 7742,59,  60000, 7,2,3,  32000, 7,1,3,0,0,0,    0,    0,    0,  75031
 8378,59,  49000, 2,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  39785
 7395,59,      0, 8,2,1, 100000, 9,1,3,0,0,0,    0,    0,    0,  91629
 7782,59,      0,13,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  14794
 7160,59,      0,12,1,2,      0,12,2,2,0,0,0,    0,    0,    0,  16702
 9648,59,   9000, 6,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  13655
 8896,59,  23000, 3,2,2,  27000, 4,1,7,0,0,0,    0,    0,    0,  71571
 7501,59,   5300,10,2,5,      0,99,9,9,0,0,0,    0,    0,    0,  19902
 3230,59,  12000, 6,2,5,      0,99,9,9,0,1,0,  100,  100,    0,  30760
 7502,59,      0,10,1,1,      0,99,9,9,0,0,0,    0,    0,    0,  28396
 7783,59,      0,13,2,1,      0,99,9,9,0,0,0,    0,    0,    0,  19735
 8891,59,  35000, 7,1,2,  15000, 6,2,3,0,1,1,    0,    0,    0,  63471
 8090,59,   2500, 5,2,8,  20000, 6,1,3,1,0,0,    0,    0,    0,  71531
 7333,59,  20000, 6,2,2,      0, 8,1,1,0,0,0,    0,    0,    0,  80608
 8226,59,  80000, 4,2,7,      0, 3,1,6,0,0,0,    0,    0,    0,  77871
 7947,59,      0, 6,2,8,      0,99,9,9,0,0,0, 2850,  150, 2500,  55325
 7784,59,      0,11,1,3,      0,99,9,9,0,0,0,    0,    0,    0,  27424
 7296,59,   1100, 3,2,1,  84000, 3,1,1,2,0,0,    0,    0,    0, 170694
 7513,59,      0,12,2,2,      0,12,1,3,0,0,0,    0,    0,    0,  31914
 7062,59,      0, 6,2,5,      0,99,9,9,0,3,0,    0,    0,    0,  70194
 7931,59,  22000, 5,2,3,  82000, 5,1,3,0,3,0,  180,  120,   60, 175356
 8003,59,  27000, 7,1,2,  26000, 5,2,2,0,0,0,    0,    0,    0,  58267
 8014,59,  22000, 6,2,7,  35000, 6,1,7,0,2,0, 1420,    0,    0,  59592
 8369,59,   2500, 4,1,0,  25000, 3,2,0,1,2,0,  500,  500,    0,  42139
 7506,59,      0,10,1,8,      0,11,2,3,0,0,0,  300,   30,  270,  58835
 6721,59,      0, 9,1,3,  10000, 9,2,7,0,0,0,    0,    0,    0,  58351
 7105,59,  28000, 7,2,2,      0, 9,1,3,0,0,0,    0,    0,    0,  54434
 6790,59,  65000, 5,1,2,  30000, 4,2,2,0,2,0,    0,    0,    0,  77840
 3288,59,  19000, 7,2,5,      0,99,9,9,0,1,0,  400,    0,    0,  37513
 8019,59,  34000, 6,2,2,      0, 5,1,2,0,0,0,    0,    0,    0, 100574
 6923,59,  20000, 8,1,2,  30000, 7,2,2,0,0,0,    0,    0,    0,  56180
 8236,59,  45000, 2,1,2,      0,99,9,9,0,0,1,    0,    0,    0,  67297
 7732,59,   9000, 6,2,5,  70000, 6,1,2,0,1,0,    0,    0,    0, 110503
 7076,59,  51000, 3,2,5,  68000, 4,1,7,1,0,0,    0,    0,    0, 108347
 8199,59,  33000, 7,1,7,  90000, 6,2,6,0,0,1, 7600, 1000, 6000,  86566
 7226,59,      0, 3,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  11293
 7086,59,  18000, 2,1,2,      0,99,9,9,0,0,0,    0,    0,    0,  33642
 6373,59,  45000, 5,1,2,  26000, 4,2,2,0,1,0,    0,    0,    0,  69040
 6952,59,   6600, 2,1,1,   2200, 2,2,1,1,2,0,    0,    0,    0,  30036
